Time [s],Current [A],Voltage [V],Temperature [degC],Cycle,Step,Capacity [A.h]
0.0,1.0,4.160756157935847,25.0,0.0,0.0,0.0
30.0,1.0,4.145038843770902,25.026749841187325,0.0,0.0,0.008333333333333333
60.0,1.0,4.137132874902885,25.052243700298504,0.0,0.0,0.016666666666666666
90.0,1.0,4.131142408210882,25.076598229871422,0.0,0.0,0.025
120.0,1.0,4.126133618409239,25.099878569564396,0.0,0.0,0.03333333333333333
150.0,1.0,4.121743639161666,25.12213736758872,0.0,0.0,0.041666666666666664
180.0,1.0,4.117806806736107,25.143420600902743,0.0,0.0,0.049999999999999996
210.0,1.0,4.114220350627908,25.16377033689531,0.0,0.0,0.05833333333333333
240.0,1.0,4.110918135604445,25.18322585233051,0.0,0.0,0.06666666666666667
270.0,1.0,4.107855729691465,25.20182420509002,0.0,0.0,0.075
300.0,1.0,4.10500117770591,25.219600594886003,0.0,0.0,0.08333333333333333
330.0,1.0,4.102330645410261,25.236588594991588,0.0,0.0,0.09166666666666666
360.0,1.0,4.099825135134063,25.252820356075915,0.0,0.0,0.09999999999999999
390.0,1.0,4.097469394290854,25.268326696023678,0.0,0.0,0.10833333333333332
420.0,1.0,4.095251115410939,25.283137167409734,0.0,0.0,0.11666666666666665
450.0,1.0,4.0931601651159415,25.297280120190976,0.0,0.0,0.12499999999999999
480.0,1.0,4.091188138773507,25.310782740928687,0.0,0.0,0.13333333333333333
510.0,1.0,4.08932804482039,25.32367107182432,0.0,0.0,0.14166666666666666
540.0,1.0,4.087573227681786,25.3359702151468,0.0,0.0,0.15
570.0,1.0,4.085918612039806,25.34770406699306,0.0,0.0,0.15833333333333333
600.0,1.0,4.08435950635538,25.35886987057387,0.0,0.0,0.16666666666666666
630.0,1.0,4.082889470951124,25.36954188462738,0.0,0.0,0.175
660.0,1.0,4.081504702364773,25.379726542300432,0.0,0.0,0.18333333333333332
690.0,1.0,4.080202171351779,25.389431885499107,0.0,0.0,0.19166666666666665
720.0,1.0,4.078977851290748,25.39868338451015,0.0,0.0,0.19999999999999998
750.0,1.0,4.077828592968894,25.407494190778323,0.0,0.0,0.20833333333333331
780.0,1.0,4.076751154897618,25.415878802527402,0.0,0.0,0.21666666666666665
810.0,1.0,4.075741904483212,25.423864596499754,0.0,0.0,0.22499999999999998
840.0,1.0,4.074798106199693,25.431457856637508,0.0,0.0,0.2333333333333333
870.0,1.0,4.073916580670409,25.438676618523914,0.0,0.0,0.24166666666666664
900.0,1.0,4.073094125473844,25.44554388673737,0.0,0.0,0.24999999999999997
930.0,1.0,4.0723280493826275,25.452063852184267,0.0,0.0,0.2583333333333333
960.0,1.0,4.071615264032298,25.458256719316978,0.0,0.0,0.26666666666666666
990.0,1.0,4.070952866028128,25.46413673485023,0.0,0.0,0.275
1020.0,1.0,4.070338049912007,25.469711667365686,0.0,0.0,0.2833333333333334
1050.0,1.0,4.069767833309465,25.47500072432217,0.0,0.0,0.29166666666666674
1080.0,1.0,4.069239412827999,25.480011956042574,0.0,0.0,0.3000000000000001
1110.0,1.0,4.06874994330883,25.48475486273884,0.0,0.0,0.30833333333333346
1140.0,1.0,4.068296550060033,25.48924226711563,0.0,0.0,0.3166666666666668
1170.0,1.0,4.0678765907512355,25.493416640665657,0.0,0.0,0.3250000000000002
1200.0,1.0,4.067486855147495,25.497400006061184,0.0,0.0,0.33333333333333354
1230.0,1.0,4.067124634152499,25.50117621529631,0.0,0.0,0.3416666666666669
1260.0,1.0,4.066787155636132,25.504748798860476,0.0,0.0,0.35000000000000026
1290.0,1.0,4.066471630516677,25.508128037926497,0.0,0.0,0.3583333333333336
1320.0,1.0,4.0661753138869425,25.511320657984754,0.0,0.0,0.366666666666667
1350.0,1.0,4.0658955468107365,25.514320256630413,0.0,0.0,0.37500000000000033
1380.0,1.0,4.065629611216306,25.517139879273373,0.0,0.0,0.3833333333333337
1410.0,1.0,4.0653748010219175,25.51980129489442,0.0,0.0,0.39166666666666705
1440.0,1.0,4.0651285793497465,25.522289143373712,0.0,0.0,0.4000000000000004
1470.0,1.0,4.06488838012594,25.524610970809363,0.0,0.0,0.40833333333333377
1500.0,1.0,4.064651628701078,25.526799231306825,0.0,0.0,0.41666666666666713
1530.0,1.0,4.064415945344424,25.528834621674775,0.0,0.0,0.4250000000000005
1560.0,1.0,4.064178960622169,25.530718796320855,0.0,0.0,0.43333333333333385
1590.0,1.0,4.063938298141824,25.53248991453279,0.0,0.0,0.4416666666666672
1620.0,1.0,4.063691779983873,25.53412759115787,0.0,0.0,0.45000000000000057
1650.0,1.0,4.0634372665116025,25.535631826195925,0.0,0.0,0.4583333333333339
1680.0,1.0,4.063172664522058,25.537021991631036,0.0,0.0,0.4666666666666673
1710.0,1.0,4.062896009708714,25.53829590351171,0.0,0.0,0.47500000000000064
1740.0,1.0,4.062605417830877,25.539410179834135,0.0,0.0,0.483333333333334
1770.0,1.0,4.062299083687883,25.54043708574062,0.0,0.0,0.49166666666666736
1800.0,1.0,4.061975313783234,25.541395079960353,0.0,0.0,0.5000000000000007
1830.0,1.0,4.061632513185622,25.542263592471784,0.0,0.0,0.508333333333334
1860.0,1.0,4.061269196696316,25.543052457103954,0.0,0.0,0.5166666666666673
1890.0,1.0,4.060883969466276,25.543762818639436,0.0,0.0,0.5250000000000006
1920.0,1.0,4.0604755515066975,25.544394630497663,0.0,0.0,0.5333333333333339
1950.0,1.0,4.06004276031964,25.544953726387746,0.0,0.0,0.5416666666666672
1980.0,1.0,4.059584507688705,25.545449760448832,0.0,0.0,0.5500000000000005
2010.0,1.0,4.059099839737907,25.545874523449015,0.0,0.0,0.5583333333333338
2040.0,1.0,4.058587894991266,25.546228015388124,0.0,0.0,0.5666666666666671
2070.0,1.0,4.058047905263341,25.546516680878142,0.0,0.0,0.5750000000000004
2100.0,1.0,4.0574791833989625,25.54675726196291,0.0,0.0,0.5833333333333337
2130.0,1.0,4.056881189526464,25.546937071244713,0.0,0.0,0.591666666666667
2160.0,1.0,4.056253463041439,25.547056108723325,0.0,0.0,0.6000000000000003
2190.0,1.0,4.055595635875476,25.547116290811914,0.0,0.0,0.6083333333333336
2220.0,1.0,4.054907414575428,25.54712884566834,0.0,0.0,0.6166666666666669
2250.0,1.0,4.054188617715959,25.547091660493834,0.0,0.0,0.6250000000000002
2280.0,1.0,4.053439141891746,25.547007361072758,0.0,0.0,0.6333333333333335
2310.0,1.0,4.052658968404319,25.54685278519014,0.0,0.0,0.6416666666666668
2340.0,1.0,4.051848153186389,25.54666021047143,0.0,0.0,0.6500000000000001
2370.0,1.0,4.0510068329548385,25.546442802913305,0.0,0.0,0.6583333333333334
2400.0,1.0,4.050135218097093,25.546198706299947,0.0,0.0,0.6666666666666667
2430.0,1.0,4.049233587005353,25.545920595229802,0.0,0.0,0.675
2460.0,1.0,4.048302286895994,25.54561312874921,0.0,0.0,0.6833333333333333
2490.0,1.0,4.047341724870533,25.54527630685817,0.0,0.0,0.6916666666666667
2520.0,1.0,4.04635234964995,25.544923231790904,0.0,0.0,0.7
2550.0,1.0,4.0453346845209195,25.544547639354278,0.0,0.0,0.7083333333333333
2580.0,1.0,4.0442892994608215,25.54414648755369,0.0,0.0,0.7166666666666666
2610.0,1.0,4.0432168064090215,25.543719776389366,0.0,0.0,0.7249999999999999
2640.0,1.0,4.042117858809994,25.54326750586125,0.0,0.0,0.7333333333333332
2670.0,1.0,4.040993147753653,25.542789675969402,0.0,0.0,0.7416666666666665
2700.0,1.0,4.039843398187993,25.542286286713647,0.0,0.0,0.7499999999999998
2730.0,1.0,4.038669365216704,25.541757338094158,0.0,0.0,0.7583333333333331
2760.0,1.0,4.037471815279433,25.541215726468522,0.0,0.0,0.7666666666666664
2790.0,1.0,4.036251557781734,25.540656310875363,0.0,0.0,0.7749999999999997
2820.0,1.0,4.035009418138445,25.540077582138622,0.0,0.0,0.783333333333333
2850.0,1.0,4.033746236505902,25.53947954025824,0.0,0.0,0.7916666666666663
2880.0,1.0,4.03246286263923,25.538856503103887,0.0,0.0,0.7999999999999996
2910.0,1.0,4.031160156731279,25.53822134217438,0.0,0.0,0.8083333333333329
2940.0,1.0,4.029838989440027,25.537578258169845,0.0,0.0,0.8166666666666662
2970.0,1.0,4.028500235956826,25.536927040358535,0.0,0.0,0.8249999999999995
3000.0,1.0,4.027144773594159,25.53626700319097,0.0,0.0,0.8333333333333328
3030.0,1.0,4.025773479755981,25.535598768120963,0.0,0.0,0.8416666666666661
3060.0,1.0,4.024387229165864,25.53492233514862,0.0,0.0,0.8499999999999994
3090.0,1.0,4.022986891863946,25.534237704273835,0.0,0.0,0.8583333333333327
3120.0,1.0,4.021573331187776,25.53354487549666,0.0,0.0,0.866666666666666
3150.0,1.0,4.02014740189173,25.532843848817095,0.0,0.0,0.8749999999999993
3180.0,1.0,4.018709948846118,25.532142405172465,0.0,0.0,0.8833333333333326
3210.0,1.0,4.017261804312347,25.531439793131995,0.0,0.0,0.8916666666666659
3240.0,1.0,4.01580378703133,25.530731712685338,0.0,0.0,0.8999999999999992
3270.0,1.0,4.014336701256546,25.53001816383238,0.0,0.0,0.9083333333333325
3300.0,1.0,4.012861335236203,25.529299146573237,0.0,0.0,0.9166666666666659
3330.0,1.0,4.011378460095006,25.528574660907907,0.0,0.0,0.9249999999999992
3360.0,1.0,4.0098888288281325,25.52784470683639,0.0,0.0,0.9333333333333325
3390.0,1.0,4.008393175402653,25.527109284358687,0.0,0.0,0.9416666666666658
3420.0,1.0,4.006892213961144,25.52636839347474,0.0,0.0,0.9499999999999991
3450.0,1.0,4.005386639015378,25.52562332170305,0.0,0.0,0.9583333333333324
3480.0,1.0,4.003877122260892,25.524877254143348,0.0,0.0,0.9666666666666657
3510.0,1.0,4.0023643140418015,25.524130535825122,0.0,0.0,0.974999999999999
3540.0,1.0,4.000848844568995,25.523384775750287,0.0,0.0,0.9833333333333323
3570.0,1.0,3.9993313244339794,25.522644624476754,0.0,0.0,0.9916666666666656
3600.0,1.0,3.997812332367522,25.521904967254386,0.0,0.0,0.9999999999999989
3630.0,1.0,3.9962924289110924,25.521165804083125,0.0,0.0,1.0083333333333322
3660.0,1.0,3.9947721514594985,25.520427134962915,0.0,0.0,1.0166666666666655
3690.0,1.0,3.9932520141418517,25.51968895989387,0.0,0.0,1.0249999999999988
3720.0,1.0,3.9917325077510495,25.51895127887599,0.0,0.0,1.033333333333332
3750.0,1.0,3.990214099716432,25.518214091909215,0.0,0.0,1.0416666666666654
3780.0,1.0,3.988697234114527,25.51747739899355,0.0,0.0,1.0499999999999987
3810.0,1.0,3.9871823317128143,25.51674120012899,0.0,0.0,1.058333333333332
3840.0,1.0,3.985669790041576,25.516005495315596,0.0,0.0,1.0666666666666653
3870.0,1.0,3.984159983488844,25.515270284553253,0.0,0.0,1.0749999999999986
3900.0,1.0,3.9826532634137095,25.514535567842074,0.0,0.0,1.083333333333332
3930.0,1.0,3.9811499601783056,25.513804206420616,0.0,0.0,1.0916666666666652
3960.0,1.0,3.979650378745135,25.513075107921964,0.0,0.0,1.0999999999999985
3990.0,1.0,3.9781548020680857,25.512348105357376,0.0,0.0,1.1083333333333318
4020.0,1.0,3.976663493882056,25.511626262053426,0.0,0.0,1.1166666666666651
4050.0,1.0,3.9751766901583583,25.510907861825956,0.0,0.0,1.1249999999999984
4080.0,1.0,3.9736946055713833,25.51019171170782,0.0,0.0,1.1333333333333317
4110.0,1.0,3.9722174361805256,25.50947999446555,0.0,0.0,1.141666666666665
4140.0,1.0,3.9707453599219904,25.508778838884723,0.0,0.0,1.1499999999999984
4170.0,1.0,3.969278519730451,25.508081192219777,0.0,0.0,1.1583333333333317
4200.0,1.0,3.967817043631156,25.507387054470655,0.0,0.0,1.166666666666665
4230.0,1.0,3.966361037759832,25.506696425637244,0.0,0.0,1.1749999999999983
4260.0,1.0,3.964910586340279,25.506009305719772,0.0,0.0,1.1833333333333316
4290.0,1.0,3.963465751621904,25.505325694718067,0.0,0.0,1.1916666666666649
4320.0,1.0,3.962026573772833,25.50464559263213,0.0,0.0,1.1999999999999982
4350.0,1.0,3.9605930707242925,25.503968999462018,0.0,0.0,1.2083333333333315
4380.0,1.0,3.9591652379617956,25.503295915207786,0.0,0.0,1.2166666666666648
4410.0,1.0,3.9577430482588816,25.502626339869323,0.0,0.0,1.224999999999998
4440.0,1.0,3.9563264513491325,25.501960273446628,0.0,0.0,1.2333333333333314
4470.0,1.0,3.9549153735322347,25.501297715939756,0.0,0.0,1.2416666666666647
4500.0,1.0,3.9535097172100895,25.50063866734871,0.0,0.0,1.249999999999998
4530.0,1.0,3.9521093603491004,25.499983127673488,0.0,0.0,1.2583333333333313
4560.0,1.0,3.9507141558650245,25.49933109691409,0.0,0.0,1.2666666666666646
4590.0,1.0,3.949323935114182,25.498686826599794,0.0,0.0,1.274999999999998
4620.0,1.0,3.9479384958256802,25.498047500876908,0.0,0.0,1.2833333333333312
4650.0,1.0,3.9465576095358132,25.497411406526737,0.0,0.0,1.2916666666666645
4680.0,1.0,3.9451810229872804,25.496780392285586,0.0,0.0,1.2999999999999978
4710.0,1.0,3.9438084568928136,25.496159704854165,0.0,0.0,1.3083333333333311
4740.0,1.0,3.942439590386991,25.495543406119282,0.0,0.0,1.3166666666666644
4770.0,1.0,3.941074076764477,25.494931496080994,0.0,0.0,1.3249999999999977
4800.0,1.0,3.9397115363043906,25.494323974739416,0.0,0.0,1.333333333333331
4830.0,1.0,3.9383515549015553,25.493720842094433,0.0,0.0,1.3416666666666643
4860.0,1.0,3.9369936826309235,25.49312209814599,0.0,0.0,1.3499999999999976
4890.0,1.0,3.935637432256317,25.492527742894254,0.0,0.0,1.358333333333331
4920.0,1.0,3.9342822776987427,25.491937776339057,0.0,0.0,1.3666666666666643
4950.0,1.0,3.932927652483088,25.491352198480513,0.0,0.0,1.3749999999999976
4980.0,1.0,3.931572948187294,25.49077100931862,0.0,0.0,1.3833333333333309
5010.0,1.0,3.9302175129231993,25.490194208853325,0.0,0.0,1.3916666666666642
5040.0,1.0,3.928860649885052,25.48962179708468,0.0,0.0,1.3999999999999975
5070.0,1.0,3.9275016160083065,25.48905377401252,0.0,0.0,1.4083333333333308
5100.0,1.0,3.926139620867791,25.488490220837832,0.0,0.0,1.416666666666664
5130.0,1.0,3.9247738260716734,25.487931667619137,0.0,0.0,1.4249999999999974
5160.0,1.0,3.923403347315736,25.487381856884895,0.0,0.0,1.4333333333333307
5190.0,1.0,3.922027243743622,25.48683720042925,0.0,0.0,1.441666666666664
5220.0,1.0,3.9206445270741668,25.48629591237966,0.0,0.0,1.4499999999999973
5250.0,1.0,3.9192541639128033,25.485759645987457,0.0,0.0,1.4583333333333306
5280.0,1.0,3.917855076755526,25.48523310178541,0.0,0.0,1.466666666666664
5310.0,1.0,3.916446133462088,25.484710975012376,0.0,0.0,1.4749999999999972
5340.0,1.0,3.915026165333766,25.484193265668182,0.0,0.0,1.4833333333333305
5370.0,1.0,3.9135939661446644,25.483679973753055,0.0,0.0,1.4916666666666638
5400.0,1.0,3.9121482975766053,25.483171099266826,0.0,0.0,1.4999999999999971
5430.0,1.0,3.9106878960262166,25.48266664220955,0.0,0.0,1.5083333333333304
5460.0,1.0,3.9092114809295277,25.482166602581174,0.0,0.0,1.5166666666666637
5490.0,1.0,3.9077177647397145,25.481670980381807,0.0,0.0,1.524999999999997
5520.0,1.0,3.906205464675632,25.481179775611395,0.0,0.0,1.5333333333333303
5550.0,1.0,3.9046733163316287,25.480692988269936,0.0,0.0,1.5416666666666636
