Time [s],Current [A],Voltage [V],Temperature [degC],Cycle,Step,Capacity [A.h]
0.0,2.5,4.1204954256262365,25.0,0.0,0.0,0.0
12.0,2.5,4.100040994947591,25.05476483074375,0.0,0.0,0.008333333333333333
24.0,2.5,4.088187227952856,25.108094226633398,0.0,0.0,0.016666666666666666
36.0,2.5,4.079677060778621,25.160192108509193,0.0,0.0,0.025
48.0,2.5,4.072937215224066,25.211140227998953,0.0,0.0,0.03333333333333333
60.0,2.5,4.067340237031806,25.26099201872472,0.0,0.0,0.041666666666666664
72.0,2.5,4.062564859866177,25.30978857030391,0.0,0.0,0.049999999999999996
84.0,2.5,4.058427185081522,25.357563726364162,0.0,0.0,0.05833333333333333
96.0,2.5,4.054805010588287,25.40434700182732,0.0,0.0,0.06666666666666667
108.0,2.5,4.051614307500499,25.450164710965453,0.0,0.0,0.075
120.0,2.5,4.04879182483649,25.495041007431553,0.0,0.0,0.08333333333333333
132.0,2.5,4.046287557725314,25.53899843046338,0.0,0.0,0.09166666666666666
144.0,2.5,4.044062503815676,25.582058079110595,0.0,0.0,0.09999999999999999
156.0,2.5,4.042085480697986,25.62423983417341,0.0,0.0,0.10833333333333332
168.0,2.5,4.040329455692356,25.665562731442378,0.0,0.0,0.11666666666666665
180.0,2.5,4.038772126091364,25.706044818273085,0.0,0.0,0.12499999999999999
192.0,2.5,4.037392816910828,25.74570362977653,0.0,0.0,0.13333333333333333
204.0,2.5,4.036173371090003,25.784556120174443,0.0,0.0,0.14166666666666666
216.0,2.5,4.03509765184449,25.82261865172626,0.0,0.0,0.15
228.0,2.5,4.034151013606231,25.859907158461795,0.0,0.0,0.15833333333333333
240.0,2.5,4.0333201790073065,25.89643711983115,0.0,0.0,0.16666666666666666
252.0,2.5,4.032592961701117,25.932223596543622,0.0,0.0,0.175
264.0,2.5,4.031958125674858,25.967281263821235,0.0,0.0,0.18333333333333332
276.0,2.5,4.031405214595968,26.001624460953053,0.0,0.0,0.19166666666666665
288.0,2.5,4.03092448082346,26.03526724195359,0.0,0.0,0.19999999999999998
300.0,2.5,4.030506917183437,26.068223241469184,0.0,0.0,0.20833333333333331
312.0,2.5,4.030144063032877,26.100505867650043,0.0,0.0,0.21666666666666665
324.0,2.5,4.029828028971951,26.1321282152536,0.0,0.0,0.22499999999999998
336.0,2.5,4.029551474115491,26.163103025390114,0.0,0.0,0.2333333333333333
348.0,2.5,4.029307452932631,26.193442933849724,0.0,0.0,0.24166666666666664
360.0,2.5,4.02908956608164,26.223160117384737,0.0,0.0,0.24999999999999997
