Time [s],Current [A],Voltage [V],Temperature [degC],Cycle,Step,Capacity [A.h]
0.0,10.0,4.03192992623347,25.0,0.0,0.0,0.0
3.0,10.0,4.00713928680084,25.11654758385214,0.0,0.0,0.008333333333333333
6.0,10.0,3.9882992352404028,25.23122765335586,0.0,0.0,0.016666666666666666
9.0,10.0,3.9744741373014003,25.34448543766763,0.0,0.0,0.025
12.0,10.0,3.9644337074618807,25.456497742047247,0.0,0.0,0.03333333333333333
15.0,10.0,3.957201400721647,25.56736896131997,0.0,0.0,0.041666666666666664
18.0,10.0,3.9520434755510436,25.67717088843989,0.0,0.0,0.049999999999999996
21.0,10.0,3.9484136397440506,25.78595608737129,0.0,0.0,0.05833333333333333
24.0,10.0,3.9459001127380255,25.893766689163215,0.0,0.0,0.06666666666666667
27.0,10.0,3.9441901331098674,26.00063740540321,0.0,0.0,0.075
30.0,10.0,3.943044027224994,26.106597608312256,0.0,0.0,0.08333333333333333
33.0,10.0,3.9422776557929797,26.211672279734955,0.0,0.0,0.09166666666666666
36.0,10.0,3.9417491007563448,26.315883188465307,0.0,0.0,0.09999999999999999
39.0,10.0,3.9413491365573003,26.419249828651857,0.0,0.0,0.10833333333333332
42.0,10.0,3.940994384732288,26.521789910189966,0.0,0.0,0.11666666666666665
45.0,10.0,3.9406220213365817,26.6235196300932,0.0,0.0,0.12499999999999999
48.0,10.0,3.9401856507944095,26.72445384270594,0.0,0.0,0.13333333333333333
51.0,10.0,3.939651921017059,26.824606363741793,0.0,0.0,0.14166666666666666
54.0,10.0,3.938998018782365,26.923989945367623,0.0,0.0,0.15
57.0,10.0,3.938209418460576,27.022616564591942,0.0,0.0,0.15833333333333333
60.0,10.0,3.9372783844687436,27.120497290880735,0.0,0.0,0.16666666666666666
63.0,10.0,3.936202018963831,27.217642893590835,0.0,0.0,0.175
66.0,10.0,3.9349818006088095,27.31406323298438,0.0,0.0,0.18333333333333332
69.0,10.0,3.933621624319899,27.409768139455252,0.0,0.0,0.19166666666666665
72.0,10.0,3.932128057180591,27.504766622833756,0.0,0.0,0.19999999999999998
75.0,10.0,3.930508815677598,27.599067649857886,0.0,0.0,0.20833333333333331
78.0,10.0,3.9287729176841584,27.692679601812642,0.0,0.0,0.21666666666666665
81.0,10.0,3.92692989195408,27.785610686309155,0.0,0.0,0.22499999999999998
84.0,10.0,3.924989724325613,27.8778687001369,0.0,0.0,0.2333333333333333
87.0,10.0,3.9229623951674055,27.96946125265424,0.0,0.0,0.24166666666666664
90.0,10.0,3.9208577775139997,28.060395691638178,0.0,0.0,0.24999999999999997
93.0,10.0,3.9186854071538724,28.150679180007785,0.0,0.0,0.2583333333333333
96.0,10.0,3.9164548159935433,28.24031844845956,0.0,0.0,0.26666666666666666
99.0,10.0,3.914174535363411,28.329320359261715,0.0,0.0,0.275
102.0,10.0,3.911852943775484,28.417691372426248,0.0,0.0,0.2833333333333334
105.0,10.0,3.909498176008332,28.50543761449933,0.0,0.0,0.29166666666666674
108.0,10.0,3.9071169143592215,28.592565597786972,0.0,0.0,0.3000000000000001
111.0,10.0,3.904716129674732,28.67908115691216,0.0,0.0,0.30833333333333346
